"ID","CHR","MAPINFO","custom_Name","custom_Group","methylated_allele","tissue_specificity","associated_gene","court","hanna","sanchez_delgado","zink","hamada","note"
"cg00387457","20",34639042,"LOC647979","TSS200","M","other","LINC00657",NA,TRUE,NA,NA,NA,""
"cg08600765","20",34638493,"LOC647979","Body","M","other","LINC00657",NA,TRUE,NA,NA,NA,""
"cg08587504","20",34639686,"LOC647979","TSS1500","M","other","LINC00657",NA,TRUE,NA,NA,NA,""
"cg20391169","20",34639205,"LOC647979","TSS1500","M","other","LINC00657",NA,TRUE,NA,NA,NA,""
"cg12063218","20",34638859,"LOC647979","Body","M","other","LINC00657",NA,TRUE,NA,NA,NA,""
"cg11038491","20",34638489,"LOC647979","Body","M","other","LINC00657",NA,TRUE,NA,NA,NA,""
"cg03230852","20",34639053,"LOC647979","TSS200","M","other","LINC00657",NA,TRUE,NA,NA,NA,""
"cg15730213","20",34639058,"LOC647979","TSS200","M","other","LINC00657",NA,TRUE,NA,NA,NA,""
"cg00543443","20",34638744,"LOC647979","Body","M","other","LINC00657",NA,TRUE,NA,NA,NA,""
"cg05188448","20",34639324,"LOC647979","TSS1500","M","other","LINC00657",NA,TRUE,NA,NA,NA,""
"cg24564503","20",36148264,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg11948874","20",36147327,"BLCAP","Body","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg14765818","20",36148954,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg11174847","20",36149706,"NNAT","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg16648571","20",36149231,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg19782411","20",36148275,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg20783699","20",36148767,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg23605670","20",36148672,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg13591710","20",36147340,"BLCAP","Body","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg03061677","20",36149185,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg24762053","20",36148798,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg07156273","20",36149013,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg22943498","20",36148928,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg25712981","20",36148775,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg17643025","20",36148791,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg22849953","20",36147197,"BLCAP","3'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg20601276","20",36148133,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg04489586","20",36148642,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg22551578","20",36148620,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg23757721","20",36148604,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg01466133","20",36149022,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg13901453","20",36148375,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg22421148","20",36149119,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg24338351","20",36149053,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg25962605","20",36149452,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg23566503","20",36149750,"NNAT","1stExon","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg26083330","20",36148615,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg13790727","20",36148738,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg24675557","20",36149081,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg17705814","20",36150135,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg11399589","20",36147549,"BLCAP","Body","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg20479660","20",36149112,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg10642330","20",36150061,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg13708635","20",36149656,"NNAT","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg03615235","20",36148779,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg10981598","20",36148699,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg13690564","20",36148182,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg18433380","20",36149194,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg00576435","20",36149188,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg12862537","20",36148679,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg15473473","20",36148994,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg07360805","20",36148457,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg22378853","20",36148154,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg22510412","20",36149121,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg04820254","20",36147042,"BLCAP","3'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg22298088","20",36148860,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg21588305","20",36149455,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg14469070","20",36148803,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg04810287","20",36149271,"BLCAP","5'UTR","M","other","BLCAP/NNAT",TRUE,TRUE,NA,NA,NA,""
"cg21830828","20",37520168,"PPP1R16B","Body","M","other","BLCAP/NNAT/BLCAP,NNAT",NA,NA,NA,TRUE,NA,""
"cg21361101","20",37520583,"PPP1R16B","Body","M","other","BLCAP/NNAT/BLCAP,NNAT",NA,NA,NA,TRUE,NA,""
"cg02611863","20",42143096,"L3MBTL","5'UTR","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg02177317","20",42142699,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg02472486","20",42143502,"L3MBTL","Body","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg18911945","20",42142784,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg12699433","20",42142897,"L3MBTL","TSS200","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg23626798","20",42142494,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg04984575","20",42142673,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg22601123","20",42142995,"L3MBTL","TSS200","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg24343973","20",42142236,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg10360552","20",42142766,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg22457903","20",42142417,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg01877937","20",42142847,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg08369943","20",42142005,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg20252111","20",42143211,"L3MBTL","1stExon","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg15302378","20",42143399,"L3MBTL","1stExon","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg15388309","20",42142559,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg14306330","20",42143045,"L3MBTL","TSS200","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg11319028","20",42142947,"L3MBTL","TSS200","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg17091610","20",42142484,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg16862791","20",42142596,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg08633313","20",42142852,"L3MBTL","TSS200","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg09541000","20",42143489,"L3MBTL","Body","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg01071811","20",42143080,"L3MBTL","5'UTR","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg07678583","20",42142224,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg20529070","20",42142751,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg22330467","20",42143015,"L3MBTL","TSS200","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg06446163","20",42142671,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg20091959","20",42142451,"L3MBTL","TSS1500","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg15330298","20",42143174,"L3MBTL","5'UTR","M","other","L3MBTL1",TRUE,TRUE,NA,NA,NA,""
"cg21757774","20",43514866,"YWHAB","5'UTR","M","other","L3MBTL/L3MBTL1",NA,NA,NA,TRUE,NA,""
"cg22799917","20",43514951,"YWHAB","5'UTR","M","other","L3MBTL/L3MBTL1",NA,NA,NA,TRUE,NA,""
"cg15791478","20",48385019,"","","M","other","",NA,NA,NA,TRUE,NA,""
"cg03307911","20",52790601,"CYP24A1","TSS200","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg10671478","20",52790299,"CYP24A1","1stExon","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg24582168","20",52789646,"CYP24A1","Body","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg02143877","20",52790141,"CYP24A1","5'UTR","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg06368932","20",52790314,"CYP24A1","1stExon","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg17997279","20",52791472,"CYP24A1","TSS1500","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg02673418","20",52790978,"CYP24A1","TSS1500","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg05120028","20",52790712,"CYP24A1","TSS200","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg23685712","20",52790063,"CYP24A1","1stExon","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg18956481","20",52790139,"CYP24A1","5'UTR","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg02712555","20",52790733,"CYP24A1","TSS1500","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg25220748","20",52790302,"CYP24A1","1stExon","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg12978433","20",52789956,"CYP24A1","1stExon","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg02604290","20",52790589,"CYP24A1","TSS200","M","placental-specific","CYP24A1",NA,TRUE,NA,NA,TRUE,""
"cg17986444","20",57414745,"GNAS","TSS200","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg18949315","20",57418015,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg19296354","20",57415697,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg21330323","20",57414596,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg20582984","20",57417233,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg01355739","20",57416888,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg24975842","20",57416221,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg04132853","20",57414039,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg05558390","20",57415377,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg14728235","20",57415177,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg11996914","20",57414578,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg17696847","20",57414217,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg15725616","20",57415955,"GNAS","TSS1500","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg06163629","20",57414884,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg17071192","20",57413698,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg14597908","20",57414960,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg25090051","20",57414059,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg00765653","20",57415144,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg00732970","20",57414162,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg23732978","20",57414274,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg25268451","20",57414539,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg27642181","20",57413694,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg18035618","20",57415978,"GNAS","TSS1500","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg02544157","20",57418373,"GNAS","3'UTR","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg20019489","20",57414351,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg12054318","20",57414529,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg07434855","20",57413700,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg02274728","20",57414407,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg18619398","20",57416506,"GNASAS","Body","P","other","GNAS",TRUE,TRUE,NA,NA,NA,""
"cg18224653","20",57426979,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg02890368","20",57427650,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg17841572","20",57426368,"GNAS","3'UTR","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg00943909","20",57427942,"GNAS","TSS200","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg14482474","20",57426383,"GNAS","3'UTR","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg22290117","20",57427173,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg06693667","20",57426570,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg19640589","20",57427973,"GNAS","TSS200","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg08166863","20",57426391,"GNAS","3'UTR","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg20528838","20",57427730,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg22989942","20",57426950,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg14660776","20",57426138,"GNASAS","TSS200","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg25652859","20",57427412,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg26102503","20",57425994,"GNASAS","TSS200","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg24617313","20",57427146,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg04677683","20",57426743,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg08587534","20",57427503,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg19589727","20",57427762,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg03547757","20",57425515,"GNASAS","Body","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg07105596","20",57427472,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg27661264","20",57427738,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg12321149","20",57427426,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg23249369","20",57426759,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg15160445","20",57426749,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg11285807","20",57426395,"GNAS","3'UTR","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg26534489","20",57427495,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg07947033","20",57426545,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg03606258","20",57426935,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg11669839","20",57426322,"GNAS","3'UTR","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg14564778","20",57427556,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg27304369","20",57427483,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg23484981","20",57426626,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg06065549","20",57427443,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg10302550","20",57427821,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg04257105","20",57427713,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg09123158","20",57426264,"GNAS","3'UTR","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg12573482","20",57427030,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg27262796","20",57426858,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg01715551","20",57426789,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg03010274","20",57427274,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg05309239","20",57427017,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg06324048","20",57427103,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg21938532","20",57426931,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg04457481","20",57426835,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg09393900","20",57427977,"GNAS","TSS200","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg01817393","20",57427642,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg03908391","20",57427170,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg08091561","20",57426425,"GNAS","3'UTR","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg18935491","20",57425979,"GNASAS","TSS200","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg03344105","20",57426131,"GNASAS","TSS200","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg14309385","20",57427010,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg14176797","20",57426801,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg22860367","20",57426538,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg19592829","20",57426215,"GNAS","3'UTR","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg17414107","20",57427830,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg26496204","20",57427210,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg25229306","20",57426374,"GNAS","3'UTR","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg20401058","20",57426240,"GNAS","3'UTR","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg19140375","20",57426274,"GNAS","3'UTR","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg25326570","20",57426757,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg06200857","20",57426420,"GNAS","3'UTR","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg26811638","20",57427493,"GNAS","TSS1500","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg24203465","20",57425986,"GNASAS","TSS200","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg21779904","20",57425157,"GNASAS","Body","M","other","GNAS-AS1",TRUE,TRUE,NA,NA,NA,""
"cg14203179","20",57430663,"GNAS","3'UTR","M","other","GNAS XL",TRUE,TRUE,NA,NA,NA,""
"cg10468484","20",57431303,"GNAS","3'UTR","M","other","GNAS XL",TRUE,TRUE,NA,NA,NA,""
"cg09437522","20",57431202,"GNAS","3'UTR","M","other","GNAS XL",TRUE,TRUE,NA,NA,NA,""
"cg20554943","20",57429025,"GNAS","1stExon","M","other","GNAS XL",TRUE,TRUE,NA,NA,NA,""
"cg26711395","20",57430133,"GNAS","1stExon","M","other","GNAS XL",TRUE,TRUE,NA,NA,NA,""
"cg21625881","20",57430313,"GNAS","1stExon","M","other","GNAS XL",TRUE,TRUE,NA,NA,NA,""
"cg07284407","20",57429858,"GNAS","1stExon","M","other","GNAS XL",TRUE,TRUE,NA,NA,NA,""
"cg04779428","20",57463355,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg22741626","20",57463265,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg09885502","20",57463991,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg22407822","20",57463658,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg09604333","20",57465125,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg05926269","20",57463906,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg17334845","20",57463572,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg00267746","20",57463984,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg10011623","20",57463527,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg10748817","20",57465175,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg25308079","20",57463763,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg26791489","20",57463330,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg27027803","20",57464742,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg02107718","20",57463713,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg11357538","20",57463397,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg22798925","20",57464129,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg20213508","20",57463325,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg15222215","20",57463783,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg03821543","20",57463925,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg22639787","20",57464973,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg14263118","20",57463787,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg03837903","20",57464000,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg17652507","20",57463653,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg20126878","20",57464571,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg01748573","20",57463530,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg23496597","20",57463725,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg05960039","20",57465123,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg08997444","20",57464970,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg26767990","20",57463615,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg09772382","20",57463775,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg06047881","20",57465132,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg18997188","20",57463270,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg20018057","20",57465139,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg07341934","20",57463711,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
"cg11244758","20",57463900,"GNAS","3'UTR","M","other","",TRUE,NA,NA,NA,NA,""
